debtor_code,doc_no,entry_type,tx_date,month_year,stock_code,description,debt_group,lane,qty,amount_excl,tax_amount,amount_incl,source_file,is_cyl,is_lpg,paired_cyl_doc,notes
JIM001,00008147,Invoice,2021-04-07,2021-04,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00008225,Invoice,2021-04-17,2021-04,19.3,,LPG,LPG,4.0,1406.92,211.04,1617.96,,False,True,,
JIM001,00008225,Invoice,2021-04-17,2021-04,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00001129,Crd Note,2021-04-20,2021-04,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00008249,Invoice,2021-04-20,2021-04,19.3,,LPG,LPG,3.0,1055.19,158.28,1213.47,,False,True,,
JIM001,00008249,Invoice,2021-04-20,2021-04,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00001157,Crd Note,2021-04-23,2021-04,19.1,,CYL,CYL,-2.0,0.0,0.0,0.0,,True,False,,
JIM001,00008276,Invoice,2021-04-23,2021-04,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00008276,Invoice,2021-04-23,2021-04,19.3,,LPG,LPG,3.0,1055.19,158.28,1213.47,,False,True,,
JIM001,00001195,Crd Note,2021-04-29,2021-04,19.1,,CYL,CYL,-6.0,0.0,0.0,0.0,,True,False,,
JIM001,00008321,Invoice,2021-04-29,2021-04,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00008321,Invoice,2021-04-29,2021-04,19.3,,LPG,LPG,5.0,1676.05,251.41,1927.46,,False,True,,
JIM001,00001236,Crd Note,2021-05-04,2021-05,19.1,,CYL,CYL,-6.0,0.0,0.0,0.0,,True,False,,
JIM001,00008368,Invoice,2021-05-04,2021-05,19.1,,CYL,CYL,7.0,0.0,0.0,0.0,,True,False,,
JIM001,00008368,Invoice,2021-05-04,2021-05,19.4,,LPG,LPG,7.0,2173.01,325.95,2498.96,,False,True,,
JIM001,00008399,Invoice,2021-05-07,2021-05,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00008399,Invoice,2021-05-07,2021-05,19.3,,LPG,LPG,4.0,1252.68,187.9,1440.58,,False,True,,
JIM001,00001279,Crd Note,2021-05-08,2021-05,19.1,,CYL,CYL,-1.0,0.0,0.0,0.0,,True,False,,
JIM001,00008441,Invoice,2021-05-12,2021-05,19.3,,LPG,LPG,3.0,939.51,140.93,1080.44,,False,True,,
JIM001,00008441,Invoice,2021-05-12,2021-05,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00001316,Crd Note,2021-05-13,2021-05,19.1,,CYL,CYL,-3.0,-900.0,-135.0,-1035.0,,True,False,,
JIM001,00001317,Crd Note,2021-05-13,2021-05,19.1,,CYL,CYL,-1.0,-300.0,-45.0,-345.0,,True,False,,
JIM001,00001318,Crd Note,2021-05-13,2021-05,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00008460,Invoice,2021-05-14,2021-05,19.3,,LPG,LPG,2.0,626.34,93.95,720.29,,False,True,,
JIM001,00008460,Invoice,2021-05-14,2021-05,19.1,,CYL,CYL,2.0,0.0,0.0,0.0,,True,False,,
JIM001,00001352,Crd Note,2021-05-17,2021-05,19.1,,CYL,CYL,-7.0,0.0,0.0,0.0,,True,False,,
JIM001,00008475,Invoice,2021-05-17,2021-05,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00008475,Invoice,2021-05-17,2021-05,19.3,,LPG,LPG,5.0,1565.85,234.88,1800.73,,False,True,,
JIM001,00001382,Crd Note,2021-05-20,2021-05,19.1,,CYL,CYL,-2.0,0.0,0.0,0.0,,True,False,,
JIM001,00008510,Invoice,2021-05-20,2021-05,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00008510,Invoice,2021-05-20,2021-05,19.4,,LPG,LPG,3.0,939.51,140.93,1080.44,,False,True,,
JIM001,00001424,Crd Note,2021-05-24,2021-05,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00001424,Crd Note,2021-05-24,2021-05,19.1,,CYL,CYL,-1.0,0.0,0.0,0.0,,True,False,,
JIM001,00008554,Invoice,2021-05-24,2021-05,19.3,,LPG,LPG,3.0,939.51,140.93,1080.44,,False,True,,
JIM001,00008554,Invoice,2021-05-24,2021-05,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00001478,Crd Note,2021-05-28,2021-05,19.1,,CYL,CYL,-5.0,0.0,0.0,0.0,,True,False,,
JIM001,00008607,Invoice,2021-05-28,2021-05,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00008607,Invoice,2021-05-28,2021-05,19.4,,LPG,LPG,4.0,1252.68,187.9,1440.58,,False,True,,
JIM001,00001497,Crd Note,2021-05-31,2021-05,19.1,,CYL,CYL,-2.0,0.0,0.0,0.0,,True,False,,
JIM001,00008629,Invoice,2021-05-31,2021-05,19.3,,LPG,LPG,3.0,939.51,140.93,1080.44,,False,True,,
JIM001,00008629,Invoice,2021-05-31,2021-05,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00001557,Crd Note,2021-06-04,2021-06,19.1,,CYL,CYL,-5.0,0.0,0.0,0.0,,True,False,,
JIM001,00008692,Invoice,2021-06-04,2021-06,19.3,,LPG,LPG,5.0,1565.85,234.88,1800.73,,False,True,,
JIM001,00008692,Invoice,2021-06-04,2021-06,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00001588,Crd Note,2021-06-07,2021-06,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00008730,Invoice,2021-06-07,2021-06,19.3,,LPG,LPG,3.0,939.51,140.93,1080.44,,False,True,,
JIM001,00008730,Invoice,2021-06-07,2021-06,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00001645,Crd Note,2021-06-10,2021-06,19.1,,CYL,CYL,-5.0,0.0,0.0,0.0,,True,False,,
JIM001,00001645,Crd Note,2021-06-10,2021-06,9.1,,CYL,CYL,-1.0,0.0,0.0,0.0,,True,False,,
JIM001,00008805,Invoice,2021-06-10,2021-06,9.1,,CYL,CYL,1.0,0.0,0.0,0.0,,True,False,,
JIM001,00008805,Invoice,2021-06-10,2021-06,9.3,,LPG,LPG,1.0,147.83,22.17,170.0,,False,True,,
JIM001,00008805,Invoice,2021-06-10,2021-06,19.3,,LPG,LPG,5.0,1565.2,234.78,1799.98,,False,True,,
JIM001,00008805,Invoice,2021-06-10,2021-06,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00008809,Invoice,2021-06-10,2021-06,9.3,,LPG,LPG,1.0,147.83,22.17,170.0,,False,True,,
JIM001,00008809,Invoice,2021-06-10,2021-06,9.1,,CYL,CYL,1.0,0.0,0.0,0.0,,True,False,,
JIM001,00001695,Crd Note,2021-06-15,2021-06,19.1,,CYL,CYL,-4.0,0.0,0.0,0.0,,True,False,,
JIM001,00008864,Invoice,2021-06-15,2021-06,19.3,,LPG,LPG,4.0,1171.4,175.71,1347.11,,False,True,,
JIM001,00008864,Invoice,2021-06-15,2021-06,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00001722,Crd Note,2021-06-18,2021-06,19.1,,CYL,CYL,-4.0,0.0,0.0,0.0,,True,False,,
JIM001,00008897,Invoice,2021-06-18,2021-06,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00008897,Invoice,2021-06-18,2021-06,19.3,,LPG,LPG,5.0,1464.25,219.64,1683.89,,False,True,,
JIM001,00001767,Crd Note,2021-06-23,2021-06,19.1,,CYL,CYL,-5.0,0.0,0.0,0.0,,True,False,,
JIM001,00008953,Invoice,2021-06-23,2021-06,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00008953,Invoice,2021-06-23,2021-06,19.3,,LPG,LPG,5.0,1565.2,234.78,1799.98,,False,True,,
JIM001,00001789,Crd Note,2021-06-24,2021-06,19.1,,CYL,CYL,-1.0,0.0,0.0,0.0,,True,False,,
JIM001,00008972,Invoice,2021-06-24,2021-06,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00008972,Invoice,2021-06-24,2021-06,19.3,,LPG,LPG,4.0,1252.16,187.82,1439.98,,False,True,,
JIM001,00009069,Invoice,2021-07-01,2021-07,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009069,Invoice,2021-07-01,2021-07,19.3,,LPG,LPG,3.0,939.12,140.87,1079.99,,False,True,,
JIM001,00001874,Crd Note,2021-07-02,2021-07,19.1,,CYL,CYL,-5.0,0.0,0.0,0.0,,True,False,,
JIM001,00001933,Crd Note,2021-07-06,2021-07,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009139,Invoice,2021-07-06,2021-07,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009139,Invoice,2021-07-06,2021-07,19.3,,LPG,LPG,3.0,939.12,140.87,1079.99,,False,True,,
JIM001,00001963,Crd Note,2021-07-08,2021-07,19.1,,CYL,CYL,-4.0,0.0,0.0,0.0,,True,False,,
JIM001,00009169,Invoice,2021-07-08,2021-07,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00009169,Invoice,2021-07-08,2021-07,19.3,,LPG,LPG,4.0,1269.56,190.43,1459.99,,False,True,,
JIM001,00009306,Invoice,2021-07-19,2021-07,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009306,Invoice,2021-07-19,2021-07,19.3,,LPG,LPG,3.0,952.17,142.83,1095.0,,False,True,,
JIM001,00009350,Invoice,2021-07-22,2021-07,19.3,,LPG,LPG,3.0,939.12,140.87,1079.99,,False,True,,
JIM001,00009350,Invoice,2021-07-22,2021-07,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009452,Invoice,2021-07-26,2021-07,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00009452,Invoice,2021-07-26,2021-07,19.3,,LPG,LPG,5.0,1586.95,238.04,1824.99,,False,True,,
JIM001,00009517,Invoice,2021-07-30,2021-07,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00009517,Invoice,2021-07-30,2021-07,19.3,,LPG,LPG,4.0,1269.56,190.43,1459.99,,False,True,,
JIM001,00009561,Invoice,2021-08-02,2021-08,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009561,Invoice,2021-08-02,2021-08,19.3,,LPG,LPG,3.0,952.17,142.83,1095.0,,False,True,,
JIM001,00002101,Crd Note,2021-08-03,2021-08,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00002124,Crd Note,2021-08-05,2021-08,19.1,,CYL,CYL,-6.0,0.0,0.0,0.0,,True,False,,
JIM001,00009619,Invoice,2021-08-05,2021-08,19.3,,LPG,LPG,3.0,1048.71,157.31,1206.02,,False,True,,
JIM001,00009619,Invoice,2021-08-05,2021-08,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009692,Invoice,2021-08-11,2021-08,9.1,,CYL,CYL,1.0,0.0,0.0,0.0,,True,False,,
JIM001,00009692,Invoice,2021-08-11,2021-08,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00009692,Invoice,2021-08-11,2021-08,19.3,,LPG,LPG,4.0,1391.32,208.7,1600.02,,False,True,,
JIM001,00009692,Invoice,2021-08-11,2021-08,9.3,,LPG,LPG,1.0,165.22,24.78,190.0,,False,True,,
JIM001,00009756,Invoice,2021-08-13,2021-08,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009756,Invoice,2021-08-13,2021-08,19.3,,LPG,LPG,3.0,768.78,115.32,884.1,,False,True,,
JIM001,00002191,Crd Note,2021-08-14,2021-08,9.1,,CYL,CYL,-1.0,0.0,0.0,0.0,,True,False,,
JIM001,00002191,Crd Note,2021-08-14,2021-08,19.1,,CYL,CYL,-9.0,0.0,0.0,0.0,,True,False,,
JIM001,00009760,Invoice,2021-08-14,2021-08,14.3,,LPG,LPG,3.0,768.78,115.32,884.1,,False,True,,
JIM001,00009760,Invoice,2021-08-14,2021-08,14.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00002205,Crd Note,2021-08-17,2021-08,19.1,,CYL,CYL,-2.0,0.0,0.0,0.0,,True,False,,
JIM001,00002205,Crd Note,2021-08-17,2021-08,14.1,,CYL,CYL,-2.0,0.0,0.0,0.0,,True,False,,
JIM001,00009789,Invoice,2021-08-17,2021-08,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00009789,Invoice,2021-08-17,2021-08,19.3,,LPG,LPG,4.0,1391.32,208.7,1600.02,,False,True,,
JIM001,00009841,Invoice,2021-08-19,2021-08,19.3,,LPG,LPG,4.0,1391.32,208.7,1600.02,,False,True,,
JIM001,00009841,Invoice,2021-08-19,2021-08,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00002239,Crd Note,2021-08-20,2021-08,14.1,,CYL,CYL,-2.0,0.0,0.0,0.0,,True,False,,
JIM001,00002239,Crd Note,2021-08-20,2021-08,19.1,,CYL,CYL,-2.0,0.0,0.0,0.0,,True,False,,
JIM001,00002263,Crd Note,2021-08-23,2021-08,19.1,,CYL,CYL,-2.0,0.0,0.0,0.0,,True,False,,
JIM001,00002263,Crd Note,2021-08-23,2021-08,14.1,,CYL,CYL,-2.0,0.0,0.0,0.0,,True,False,,
JIM001,00009891,Invoice,2021-08-23,2021-08,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009891,Invoice,2021-08-23,2021-08,19.3,,LPG,LPG,3.0,1043.49,156.52,1200.01,,False,True,,
JIM001,00002280,Crd Note,2021-08-26,2021-08,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00002280,Crd Note,2021-08-26,2021-08,19.3,,LPG,LPG,-3.0,-1043.49,-156.52,-1200.01,,False,True,,
JIM001,00002282,Crd Note,2021-08-26,2021-08,19.3,,LPG,LPG,-3.0,-1043.49,-156.52,-1200.01,,False,True,,
JIM001,00002282,Crd Note,2021-08-26,2021-08,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00002285,Crd Note,2021-08-26,2021-08,19.1,,CYL,CYL,-2.0,0.0,0.0,0.0,,True,False,,
JIM001,00009933,Invoice,2021-08-26,2021-08,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009933,Invoice,2021-08-26,2021-08,19.3,,LPG,LPG,3.0,1043.49,156.52,1200.01,,False,True,,
JIM001,00009935,Invoice,2021-08-26,2021-08,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009935,Invoice,2021-08-26,2021-08,19.3,,LPG,LPG,3.0,1043.49,156.52,1200.01,,False,True,,
JIM001,00009937,Invoice,2021-08-26,2021-08,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00009937,Invoice,2021-08-26,2021-08,19.3,,LPG,LPG,4.0,1391.32,208.7,1600.02,,False,True,,
JIM001,00002308,Crd Note,2021-08-30,2021-08,19.3,,LPG,LPG,-3.0,0.0,0.0,0.0,,False,True,,
JIM001,00002308,Crd Note,2021-08-30,2021-08,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00009979,Invoice,2021-08-30,2021-08,19.3,,LPG,LPG,3.0,1002.78,150.42,1153.2,,False,True,,
JIM001,00009979,Invoice,2021-08-30,2021-08,19.3,,LPG,LPG,3.0,0.0,0.0,0.0,,False,True,,
JIM001,00002348,Crd Note,2021-09-03,2021-09,19.1,,CYL,CYL,-4.0,0.0,0.0,0.0,,True,False,,
JIM001,00010042,Invoice,2021-09-03,2021-09,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00010042,Invoice,2021-09-03,2021-09,19.3,,LPG,LPG,4.0,1391.0,208.65,1599.65,,False,True,,
JIM001,00010103,Invoice,2021-09-07,2021-09,19.3,,LPG,LPG,4.0,1391.0,208.65,1599.65,,False,True,,
JIM001,00010103,Invoice,2021-09-07,2021-09,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00002389,Crd Note,2021-09-08,2021-09,19.3,,LPG,LPG,-1.0,-347.75,-52.16,-399.91,,False,True,,
JIM001,00002389,Crd Note,2021-09-08,2021-09,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00010149,Invoice,2021-09-10,2021-09,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00010149,Invoice,2021-09-10,2021-09,19.3,,LPG,LPG,4.0,1391.0,208.65,1599.65,,False,True,,
JIM001,00002409,Crd Note,2021-09-11,2021-09,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00010213,Invoice,2021-09-16,2021-09,19.3,,LPG,LPG,4.0,1391.0,208.65,1599.65,,False,True,,
JIM001,00010213,Invoice,2021-09-16,2021-09,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00002437,Crd Note,2021-09-17,2021-09,19.1,,CYL,CYL,-5.0,0.0,0.0,0.0,,True,False,,
JIM001,00002468,Crd Note,2021-09-21,2021-09,19.1,,CYL,CYL,-8.0,0.0,0.0,0.0,,True,False,,
JIM001,00002473,Crd Note,2021-09-21,2021-09,19.3,,LPG,LPG,-4.0,-1391.0,-208.65,-1599.65,,False,True,,
JIM001,00002473,Crd Note,2021-09-21,2021-09,19.1,,CYL,CYL,-4.0,0.0,0.0,0.0,,True,False,,
JIM001,00010265,Invoice,2021-09-21,2021-09,19.3,,LPG,LPG,4.0,1391.0,208.65,1599.65,,False,True,,
JIM001,00010265,Invoice,2021-09-21,2021-09,19.1,,CYL,CYL,4.0,0.0,0.0,0.0,,True,False,,
JIM001,00010268,Invoice,2021-09-21,2021-09,14.1,,CYL,CYL,7.0,0.0,0.0,0.0,,True,False,,
JIM001,00010268,Invoice,2021-09-21,2021-09,14.3,,LPG,LPG,7.0,1793.68,269.05,2062.73,,False,True,,
JIM001,00002484,Crd Note,2021-09-22,2021-09,14.1,,CYL,CYL,-1.0,0.0,0.0,0.0,,True,False,,
JIM001,00010299,Invoice,2021-09-22,2021-09,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00010299,Invoice,2021-09-22,2021-09,19.3,,LPG,LPG,5.0,1738.75,260.81,1999.56,,False,True,,
JIM001,00002528,Crd Note,2021-09-27,2021-09,14.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00002528,Crd Note,2021-09-27,2021-09,19.1,,CYL,CYL,-3.0,0.0,0.0,0.0,,True,False,,
JIM001,00010363,Invoice,2021-09-27,2021-09,19.1,,CYL,CYL,3.0,0.0,0.0,0.0,,True,False,,
JIM001,00010363,Invoice,2021-09-27,2021-09,19.3,,LPG,LPG,3.0,1043.25,156.49,1199.74,,False,True,,
JIM001,00010409,Invoice,2021-09-30,2021-09,19.3,,LPG,LPG,5.0,1738.75,260.81,1999.56,,False,True,,
JIM001,00010410,Invoice,2021-09-30,2021-09,19.1,,CYL,CYL,5.0,1500.0,225.0,1725.0,,True,False,,
JIM001,00002551,Crd Note,2021-10-01,2021-10,19.1,,CYL,CYL,-1.0,-300.0,-45.0,-345.0,,True,False,,
JIM001,00002551,Crd Note,2021-10-01,2021-10,14.1,,CYL,CYL,-2.0,-600.0,-90.0,-690.0,,True,False,,
JIM001,00002614,Crd Note,2021-10-07,2021-10,19.1,,CYL,CYL,-7.0,0.0,0.0,0.0,,True,False,,
JIM001,00002615,Crd Note,2021-10-07,2021-10,14.1,,CYL,CYL,-1.0,-300.0,-45.0,-345.0,,True,False,,
JIM001,00010581,Invoice,2021-10-07,2021-10,14.3,,LPG,LPG,7.0,1793.68,269.05,2062.73,,False,True,,
JIM001,00010581,Invoice,2021-10-07,2021-10,14.1,,CYL,CYL,7.0,0.0,0.0,0.0,,True,False,,
JIM001,00010616,Invoice,2021-10-09,2021-10,19.3,,LPG,LPG,4.0,1391.0,208.65,1599.65,,False,True,,
JIM001,00010617,Invoice,2021-10-09,2021-10,19.1,,CYL,CYL,4.0,1200.0,180.0,1380.0,,True,False,,
JIM001,00002635,Crd Note,2021-10-11,2021-10,19.3,,LPG,LPG,-4.0,-1391.0,-208.65,-1599.65,,False,True,,
JIM001,00002636,Crd Note,2021-10-11,2021-10,19.1,,CYL,CYL,-4.0,-1200.0,-180.0,-1380.0,,True,False,,
JIM001,00010672,Invoice,2021-10-12,2021-10,19.3,,LPG,LPG,5.0,1799.05,269.86,2068.91,,False,True,,
JIM001,00010673,Invoice,2021-10-12,2021-10,19.1,,CYL,CYL,5.0,1500.0,225.0,1725.0,,True,False,,
JIM001,00002664,Crd Note,2021-10-13,2021-10,19.1,,CYL,CYL,-1.0,-300.0,-45.0,-345.0,,True,False,,
JIM001,00002665,Crd Note,2021-10-13,2021-10,14.1,,CYL,CYL,-3.0,-900.0,-135.0,-1035.0,,True,False,,
JIM001,00002665,Crd Note,2021-10-13,2021-10,19.1,,CYL,CYL,-2.0,-600.0,-90.0,-690.0,,True,False,,
JIM001,00002882,Crd Note,2021-10-15,2021-10,19.1,,CYL,CYL,-4.0,-1200.0,-180.0,-1380.0,,True,False,,
JIM001,00010704,Invoice,2021-10-15,2021-10,19.3,,LPG,LPG,4.0,1391.0,208.65,1599.65,,False,True,,
JIM001,00010705,Invoice,2021-10-15,2021-10,19.1,,CYL,CYL,4.0,1200.0,180.0,1380.0,,True,False,,
JIM001,00010737,Invoice,2021-10-18,2021-10,19.3,,LPG,LPG,4.0,1391.0,208.65,1599.65,,False,True,,
JIM001,00002713,Crd Note,2021-10-22,2021-10,19.3,,LPG,LPG,-3.0,-1043.25,-156.49,-1199.74,,False,True,,
JIM001,00010838,Invoice,2021-10-22,2021-10,19.3,,LPG,LPG,4.0,1391.0,208.65,1599.65,,False,True,,
JIM001,00010839,Invoice,2021-10-22,2021-10,19.1,,CYL,CYL,4.0,1200.0,180.0,1380.0,,True,False,,
JIM001,00011230,Invoice,2021-10-22,2021-10,19.3,INV10838 CANCEL,LPG,LPG,4.0,1391.0,208.65,1599.65,,False,True,,
JIM001,00010901,Invoice,2021-10-26,2021-10,19.3,,LPG,LPG,5.0,1738.75,260.81,1999.56,,False,True,,
JIM001,00010979,Invoice,2021-10-29,2021-10,19.3,,LPG,LPG,5.0,1738.75,260.81,1999.56,,False,True,,
JIM001,00011039,Invoice,2021-11-02,2021-11,19.3,,LPG,LPG,5.0,1738.75,260.81,1999.56,,False,True,,
JIM001,00011062,Invoice,2021-11-04,2021-11,19.1,11039 INV,CYL,CYL,5.0,1500.0,225.0,1725.0,,True,False,,
JIM001,00011088,Invoice,2021-11-05,2021-11,19.3,,LPG,LPG,3.0,1204.83,180.72,1385.55,,False,True,,
JIM001,00011089,Invoice,2021-11-05,2021-11,19.1,,CYL,CYL,3.0,900.0,135.0,1035.0,,True,False,,
JIM001,00002827,Crd Note,2021-11-06,2021-11,19.3,,LPG,LPG,-3.0,-1204.83,-180.72,-1385.55,,False,True,,
JIM001,00002828,Crd Note,2021-11-06,2021-11,19.1,,CYL,CYL,-3.0,-900.0,-135.0,-1035.0,,True,False,,
JIM001,00011175,Invoice,2021-11-10,2021-11,19.3,,LPG,LPG,3.0,1204.83,180.72,1385.55,,False,True,,
JIM001,00002880,Crd Note,2021-11-13,2021-11,19.1,11039 INV,CYL,CYL,-5.0,-1500.0,-225.0,-1725.0,,True,False,,
JIM001,00002881,Crd Note,2021-11-13,2021-11,19.1,,CYL,CYL,-4.0,-1200.0,-180.0,-1380.0,,True,False,,
JIM001,00011218,Invoice,2021-11-13,2021-11,19.3,,LPG,LPG,4.0,1606.44,240.97,1847.41,,False,True,,
JIM001,00002892,Crd Note,2021-11-15,2021-11,19.3,,LPG,LPG,-1.0,-347.75,-52.16,-399.91,,False,True,,
JIM001,00002908,Crd Note,2021-11-18,2021-11,19.1,,CYL,CYL,-5.0,-1500.0,-225.0,-1725.0,,True,False,,
JIM001,00011278,Invoice,2021-11-18,2021-11,19.3,,LPG,LPG,5.0,2008.05,301.21,2309.26,,False,True,,
JIM001,00011279,Invoice,2021-11-18,2021-11,19.1,,CYL,CYL,5.0,1500.0,225.0,1725.0,,True,False,,
JIM001,00002924,Crd Note,2021-11-22,2021-11,19.1,,CYL,CYL,-4.0,-1200.0,-180.0,-1380.0,,True,False,,
JIM001,00011332,Invoice,2021-11-22,2021-11,19.3,,LPG,LPG,5.0,2008.05,301.21,2309.26,,False,True,,
JIM001,00011333,Invoice,2021-11-22,2021-11,19.1,,CYL,CYL,5.0,1500.0,225.0,1725.0,,True,False,,
JIM001,00011442,Invoice,2021-11-26,2021-11,19.3,,LPG,LPG,5.0,2008.05,301.21,2309.26,,False,True,,
JIM001,00002972,Crd Note,2021-11-29,2021-11,19.1,,CYL,CYL,-1.0,-300.0,-45.0,-345.0,,True,False,,
JIM001,00011497,Invoice,2021-11-30,2021-11,19.3,,LPG,LPG,10.0,4016.1,602.42,4618.52,,False,True,,
JIM001,00011643,Invoice,2021-12-11,2021-12,19.3,,LPG,LPG,5.0,2028.05,304.21,2332.26,,False,True,,
JIM001,00011686,Invoice,2021-12-15,2021-12,19.3,,LPG,LPG,5.0,2028.05,304.21,2332.26,,False,True,,
JIM001,00011774,Invoice,2021-12-22,2021-12,19.4,,LPG,LPG,3.0,1230.21,184.53,1414.74,,False,True,,
JIM001,00011780,Invoice,2021-12-23,2021-12,19.4,,LPG,LPG,5.0,2050.35,307.55,2357.9,,False,True,,
JIM001,00011818,Invoice,2021-12-28,2021-12,19.3,,LPG,LPG,5.0,2153.6,323.04,2476.64,,False,True,,
JIM001,00011819,Invoice,2021-12-28,2021-12,19.3,SHIREL LENT 27/12/21,LPG,LPG,3.0,1292.16,193.82,1485.98,,False,True,,
JIM001,00011859,Invoice,2022-01-03,2022-01,19.3,,LPG,LPG,5.0,2153.55,323.03,2476.58,,False,True,,
JIM001,00011938,Invoice,2022-01-11,2022-01,19.3,DN#12889-EMPTY,LPG,LPG,4.0,1673.04,250.96,1924.0,,False,True,,
JIM001,00011970,Invoice,2022-01-14,2022-01,19.4,,LPG,LPG,4.0,1673.04,250.96,1924.0,,False,True,,
JIM001,00011995,Invoice,2022-01-17,2022-01,19.3,,LPG,LPG,3.0,1254.78,188.22,1443.0,,False,True,,
JIM001,00012042,Invoice,2022-01-20,2022-01,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00012042,Invoice,2022-01-20,2022-01,19.3,,LPG,LPG,5.0,2091.3,313.7,2405.0,,False,True,,
JIM001,00012073,Invoice,2022-01-26,2022-01,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00012073,Invoice,2022-01-26,2022-01,19.3,,LPG,LPG,5.0,2091.3,313.7,2405.0,,False,True,,
JIM001,00003156,Crd Note,2022-01-27,2022-01,19.1,,CYL,CYL,-5.0,0.0,0.0,0.0,,True,False,,
JIM001,00012088,Invoice,2022-01-28,2022-01,19.3,,LPG,LPG,5.0,2091.3,313.7,2405.0,,False,True,,
