debtor_code,doc_no,entry_type,tx_date,stock_code,standard_weight_group,qty,amount_incl,financial_effect,custody_effect,deposit_rate,custody_exposure,source_file,notes
JIM001,00016724,Invoice,2022-12-06,S.1,S.1,4.0,2392.0,2392.0,4.0,1150.0,4600.0,,
JIM001,00004350,Crd Note,2022-12-07,19.1,19kg,-1.0,-598.0,-598.0,-1.0,690.0,-690.0,,
JIM001,00004350,Crd Note,2022-12-07,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00004377,Crd Note,2022-12-13,D.1,D.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00016830,Invoice,2022-12-13,D.1,D.1,4.0,2392.0,2392.0,4.0,1150.0,4600.0,,
JIM001,00004419,Crd Note,2022-12-19,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00017076,Invoice,2022-12-19,S.1,S.1,4.0,1380.0,1380.0,4.0,1150.0,4600.0,,
JIM001,00017028,Invoice,2022-12-23,S.1,S.1,1.0,345.0,345.0,1.0,1150.0,1150.0,,
JIM001,00004441,Crd Note,2023-01-03,S.1,S.1,-1.0,-598.0,-598.0,-1.0,1150.0,-1150.0,,
JIM001,00004514,Crd Note,2023-02-03,D.1,D.1,-1.0,-598.0,-598.0,-1.0,1150.0,-1150.0,,
JIM001,00004634,Crd Note,2023-03-23,S.1,S.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00018696,Invoice,2023-03-23,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00004725,Crd Note,2023-04-14,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00004726,Crd Note,2023-04-14,S.1,S.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00019349,Invoice,2023-04-14,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00004759,Crd Note,2023-04-20,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00019499,Invoice,2023-04-20,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00004799,Crd Note,2023-04-26,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00019698,Invoice,2023-04-26,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00004859,Crd Note,2023-05-04,S.1,S.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00004859,Crd Note,2023-05-04,D.1,D.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00019928,Invoice,2023-05-04,S.1,S.1,1.0,345.0,345.0,1.0,1150.0,1150.0,,
JIM001,00019928,Invoice,2023-05-04,D.1,D.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00004908,Crd Note,2023-05-10,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00020124,Invoice,2023-05-10,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00004977,Crd Note,2023-05-18,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00020358,Invoice,2023-05-18,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00005101,Crd Note,2023-06-01,S.1,S.1,-4.0,-1380.0,-1380.0,-4.0,1150.0,-4600.0,,
JIM001,00020873,Invoice,2023-06-01,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00005151,Crd Note,2023-06-08,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00021111,Invoice,2023-06-08,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00005235,Crd Note,2023-06-15,S.1,S.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00021346,Invoice,2023-06-15,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00005299,Crd Note,2023-06-22,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00021564,Invoice,2023-06-22,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00005356,Crd Note,2023-06-28,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00021763,Invoice,2023-06-28,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00005440,Crd Note,2023-07-06,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00022051,Invoice,2023-07-06,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00022332,Invoice,2023-07-13,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00022569,Invoice,2023-07-20,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00022605,Invoice,2023-07-20,9.1,9kg,2.0,690.0,690.0,2.0,517.5,1035.0,,
JIM001,00005594,Crd Note,2023-07-21,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00005686,Crd Note,2023-07-27,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00005686,Crd Note,2023-07-27,9.1,9kg,-2.0,-690.0,-690.0,-2.0,517.5,-1035.0,,
JIM001,00022847,Invoice,2023-07-27,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00005771,Crd Note,2023-08-03,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00023099,Invoice,2023-08-03,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00005833,Crd Note,2023-08-10,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00023279,Invoice,2023-08-10,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00023546,Invoice,2023-08-17,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00005983,Crd Note,2023-08-24,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00023733,Invoice,2023-08-24,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00023965,Invoice,2023-08-31,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00006075,Crd Note,2023-09-01,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00024088,Invoice,2023-09-02,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00006101,Crd Note,2023-09-04,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00006105,Crd Note,2023-09-04,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00006151,Crd Note,2023-09-07,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00024246,Invoice,2023-09-07,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00006232,Crd Note,2023-09-15,S.1,S.1,-4.0,-1380.0,-1380.0,-4.0,1150.0,-4600.0,,
JIM001,00024517,Invoice,2023-09-15,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00006290,Crd Note,2023-09-21,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00024694,Invoice,2023-09-21,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00006357,Crd Note,2023-09-28,S.1,S.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00024908,Invoice,2023-09-28,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00025155,Invoice,2023-10-05,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00006422,Crd Note,2023-10-06,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00025252,Invoice,2023-10-07,S.1,S.1,1.0,345.0,345.0,1.0,1150.0,1150.0,,
JIM001,00006454,Crd Note,2023-10-09,S.1,S.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00025476,Invoice,2023-10-14,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00006527,Crd Note,2023-10-16,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00006563,Crd Note,2023-10-19,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00025617,Invoice,2023-10-19,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00006624,Crd Note,2023-10-26,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00025853,Invoice,2023-10-26,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00006684,Crd Note,2023-11-02,D.1,D.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00026142,Invoice,2023-11-02,D.1,D.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00006775,Crd Note,2023-11-09,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00026404,Invoice,2023-11-09,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00006904,Crd Note,2023-11-23,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00026893,Invoice,2023-11-23,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00026893,Invoice,2023-11-23,D.1,D.1,1.0,345.0,345.0,1.0,1150.0,1150.0,,
JIM001,00006957,Crd Note,2023-11-30,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00027133,Invoice,2023-12-01,D.1,D.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00007020,Crd Note,2023-12-07,S.1,S.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00007020,Crd Note,2023-12-07,D.1,D.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00027385,Invoice,2023-12-07,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00007156,Crd Note,2023-12-21,D.1,D.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00007156,Crd Note,2023-12-21,S.1,S.1,-5.0,-1725.0,-1725.0,-5.0,1150.0,-5750.0,,
JIM001,00027972,Invoice,2023-12-21,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00007210,Crd Note,2023-12-29,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00028137,Invoice,2023-12-29,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00007248,Crd Note,2024-01-04,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00007253,Crd Note,2024-01-04,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00028329,Invoice,2024-01-04,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00028331,Invoice,2024-01-04,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00007291,Crd Note,2024-01-11,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00028586,Invoice,2024-01-11,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00007339,Crd Note,2024-01-18,9.1,9kg,-1.0,-345.0,-345.0,-1.0,517.5,-517.5,,
JIM001,00007339,Crd Note,2024-01-18,S.1,S.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00028752,Invoice,2024-01-18,9.1,9kg,1.0,345.0,345.0,1.0,517.5,517.5,,
JIM001,00028752,Invoice,2024-01-18,S.1,S.1,1.0,345.0,345.0,1.0,1150.0,1150.0,,
JIM001,00007379,Crd Note,2024-01-25,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00028960,Invoice,2024-01-25,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00007418,Crd Note,2024-02-01,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00029162,Invoice,2024-02-01,D.1,D.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00007453,Crd Note,2024-02-08,D.1,D.1,-1.0,-345.0,-345.0,-1.0,1150.0,-1150.0,,
JIM001,00007453,Crd Note,2024-02-08,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00029385,Invoice,2024-02-08,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00007484,Crd Note,2024-02-15,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00029585,Invoice,2024-02-15,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00007523,Crd Note,2024-02-22,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00029764,Invoice,2024-02-22,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00007576,Crd Note,2024-03-01,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00030012,Invoice,2024-03-01,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00030148,Invoice,2024-03-05,S.1,S.1,3.0,1035.0,1035.0,3.0,1150.0,3450.0,,
JIM001,00007605,Crd Note,2024-03-06,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00031002,Invoice,2024-04-04,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00007950,Crd Note,2024-04-05,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00008041,Crd Note,2024-04-11,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00031212,Invoice,2024-04-11,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00008117,Crd Note,2024-04-18,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00031426,Invoice,2024-04-18,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00008209,Crd Note,2024-04-26,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00031655,Invoice,2024-04-26,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00031806,Invoice,2024-05-02,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00012314,Crd Note,2024-05-03,S.1,S.1,-4.0,-1380.0,-1380.0,-4.0,1150.0,-4600.0,,
JIM001,00008280,Crd Note,2024-05-03,S.1,S.1,-4.0,-2392.0,-2392.0,-4.0,1150.0,-4600.0,,
JIM001,00042406,Invoice,2024-05-03,S.1,S.1,4.0,2392.0,2392.0,4.0,1150.0,4600.0,,
JIM001,00008359,Crd Note,2024-05-09,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00031998,Invoice,2024-05-09,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00008461,Crd Note,2024-05-17,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00032220,Invoice,2024-05-17,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00032410,Invoice,2024-05-24,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00008533,Crd Note,2024-05-25,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00032532,Invoice,2024-05-28,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00008579,Crd Note,2024-05-29,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00008612,Crd Note,2024-05-31,S.1,S.1,-1.0,-598.0,-598.0,-1.0,1150.0,-1150.0,,
JIM001,00032615,Invoice,2024-05-31,S.1,S.1,1.0,598.0,598.0,1.0,1150.0,1150.0,,
JIM001,00008690,Crd Note,2024-06-06,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00032812,Invoice,2024-06-06,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00008781,Crd Note,2024-06-11,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00032985,Invoice,2024-06-11,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00008915,Crd Note,2024-06-20,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00033273,Invoice,2024-06-20,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00009041,Crd Note,2024-06-27,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00033534,Invoice,2024-06-27,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00009161,Crd Note,2024-07-04,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00033807,Invoice,2024-07-04,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00009314,Crd Note,2024-07-11,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00034099,Invoice,2024-07-11,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00009419,Crd Note,2024-07-18,S.1,S.1,-1.0,-598.0,-598.0,-1.0,1150.0,-1150.0,,
JIM001,00034329,Invoice,2024-07-18,S.1,S.1,1.0,598.0,598.0,1.0,1150.0,1150.0,,
JIM001,00034384,Invoice,2024-07-19,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00034384,Invoice,2024-07-19,9.1,9kg,1.0,598.0,598.0,1.0,517.5,517.5,,
JIM001,00009454,Crd Note,2024-07-20,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00009454,Crd Note,2024-07-20,9.1,9kg,-1.0,-598.0,-598.0,-1.0,517.5,-517.5,,
JIM001,00034615,Invoice,2024-07-26,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00009547,Crd Note,2024-07-27,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00009641,Crd Note,2024-08-02,S.1,S.1,-3.0,-1035.0,-1035.0,-3.0,1150.0,-3450.0,,
JIM001,00034850,Invoice,2024-08-02,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00009770,Crd Note,2024-08-08,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00035095,Invoice,2024-08-08,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00009865,Crd Note,2024-08-15,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00035298,Invoice,2024-08-15,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00009970,Crd Note,2024-08-23,S.1,S.1,-1.0,-598.0,-598.0,-1.0,1150.0,-1150.0,,
JIM001,00035523,Invoice,2024-08-23,S.1,S.1,1.0,598.0,598.0,1.0,1150.0,1150.0,,
JIM001,00010086,Crd Note,2024-08-30,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00035750,Invoice,2024-08-30,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00035962,Invoice,2024-09-05,S.1,S.1,1.0,598.0,598.0,1.0,1150.0,1150.0,,
JIM001,00010168,Crd Note,2024-09-06,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00010168,Crd Note,2024-09-06,9.1,9kg,-1.0,-598.0,-598.0,-1.0,517.5,-517.5,,
JIM001,00010186,Crd Note,2024-09-06,S.1,S.1,-1.0,-598.0,-598.0,-1.0,1150.0,-1150.0,,
JIM001,00035991,Invoice,2024-09-06,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00036192,Invoice,2024-09-12,9.1,9kg,1.0,598.0,598.0,1.0,517.5,517.5,,
JIM001,00036192,Invoice,2024-09-12,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00010276,Crd Note,2024-09-13,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00010361,Crd Note,2024-09-18,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00036396,Invoice,2024-09-18,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00010495,Crd Note,2024-09-26,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00036681,Invoice,2024-09-26,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00036946,Invoice,2024-10-03,S.1,S.1,2.0,1040.0,1040.0,2.0,1150.0,2300.0,,
JIM001,00010668,Crd Note,2024-10-07,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00037217,Invoice,2024-10-11,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00010743,Crd Note,2024-10-12,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00010806,Crd Note,2024-10-17,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00037364,Invoice,2024-10-17,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00037620,Invoice,2024-10-25,9.1,9kg,1.0,598.0,598.0,1.0,517.5,517.5,,
JIM001,00037620,Invoice,2024-10-25,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00010919,Crd Note,2024-10-26,9.1,9kg,-1.0,-598.0,-598.0,-1.0,517.5,-517.5,,
JIM001,00010919,Crd Note,2024-10-26,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00010998,Crd Note,2024-10-31,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00037800,Invoice,2024-10-31,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00011101,Crd Note,2024-11-07,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00038041,Invoice,2024-11-07,S.1,S.1,3.0,1794.0,1794.0,3.0,1150.0,3450.0,,
JIM001,00011200,Crd Note,2024-11-14,S.1,S.1,-3.0,-1794.0,-1794.0,-3.0,1150.0,-3450.0,,
JIM001,00038267,Invoice,2024-11-14,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00011277,Crd Note,2024-11-21,S.1,S.1,-2.0,-1196.0,-1196.0,-2.0,1150.0,-2300.0,,
JIM001,00038457,Invoice,2024-11-21,S.1,S.1,2.0,1196.0,1196.0,2.0,1150.0,2300.0,,
JIM001,00011351,Crd Note,2024-11-29,S.1,S.1,-2.0,-690.0,-690.0,-2.0,1150.0,-2300.0,,
JIM001,00038665,Invoice,2024-11-29,S.1,S.1,2.0,690.0,690.0,2.0,1150.0,2300.0,,
JIM001,00011394,Crd Note,2024-12-04,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00038821,Invoice,2024-12-04,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00039008,Invoice,2024-12-12,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00011464,Crd Note,2024-12-13,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00011509,Crd Note,2024-12-18,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00039149,Invoice,2024-12-18,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00011570,Crd Note,2024-12-23,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00039307,Invoice,2024-12-23,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00011660,Crd Note,2025-01-09,S.1,S.1,-4.0,-4830.0,-4830.0,-4.0,1150.0,-4600.0,,
JIM001,00039715,Invoice,2025-01-09,D.1,D.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00039899,Invoice,2025-01-15,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00011693,Crd Note,2025-01-16,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00011757,Crd Note,2025-01-24,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00040144,Invoice,2025-01-24,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00040320,Invoice,2025-01-31,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00011803,Crd Note,2025-02-01,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00011876,Crd Note,2025-02-11,S.1,S.1,-4.0,-4830.0,-4830.0,-4.0,1150.0,-4600.0,,
JIM001,00040623,Invoice,2025-02-11,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00011938,Crd Note,2025-02-21,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00040882,Invoice,2025-02-21,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00041052,Invoice,2025-02-27,S.1,S.1,1.0,1207.5,1207.5,1.0,1150.0,1150.0,,
JIM001,00011977,Crd Note,2025-02-28,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00012003,Crd Note,2025-03-05,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00041217,Invoice,2025-03-05,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
