debtor_code,doc_no,entry_type,tx_date,month_year,stock_code,description,debt_group,lane,qty,amount_excl,tax_amount,amount_incl,is_cyl,is_lpg,paired_cyl_doc,notes
WO0001,00002353,Crd Note,2021-09-05,2021-09,19.1,,CYL,CYL,-1,0,0,0,True,False,,
WO0001,00002353,Crd Note,2021-09-05,2021-09,14.1,,CYL,CYL,-4,0,0,0,True,False,,
WO0001,00002353,Crd Note,2021-09-05,2021-09,9.1,,CYL,CYL,-35,0,0,0,True,False,,
WO0001,00002426,Crd Note,2021-09-14,2021-09,14.1,,CYL,CYL,-4,-1200,-180,-1380,True,False,,
WO0001,00002426,Crd Note,2021-09-14,2021-09,19.1,,CYL,CYL,-8,-2400,-360,-2760,True,False,,
WO0001,00002426,Crd Note,2021-09-14,2021-09,9.1,,CYL,CYL,-28,-8400,-1260,-9660,True,False,,
WO0001,00010191,Invoice,2021-09-14,2021-09,14.3,,LPG,LPG,5,1319.15,197.87,1517.02,False,True,,
WO0001,00010191,Invoice,2021-09-14,2021-09,9.3,,LPG,LPG,30,5088.3,763.25,5851.55,False,True,,
WO0001,00010191,Invoice,2021-09-14,2021-09,19.3,,LPG,LPG,5,1790.3,268.54,2058.84,False,True,,
WO0001,00010192,Invoice,2021-09-14,2021-09,14.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00010192,Invoice,2021-09-14,2021-09,9.1,,CYL,CYL,30,9000,1350,10350,True,False,,
WO0001,00010192,Invoice,2021-09-14,2021-09,19.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00010315,Invoice,2021-09-22,2021-09,9.3,,LPG,LPG,20,3396.6,509.49,3906.09,False,True,,
WO0001,00010315,Invoice,2021-09-22,2021-09,14.1,,CYL,CYL,5,0,0,0,True,False,,
WO0001,00010315,Invoice,2021-09-22,2021-09,14.3,,LPG,LPG,5,1320.85,198.13,1518.98,False,True,,
WO0001,00010315,Invoice,2021-09-22,2021-09,19.1,,CYL,CYL,10,0,0,0,True,False,,
WO0001,00010315,Invoice,2021-09-22,2021-09,19.3,,LPG,LPG,10,3585.2,537.78,4122.98,False,True,,
WO0001,00010315,Invoice,2021-09-22,2021-09,9.1,,CYL,CYL,20,0,0,0,True,False,,
WO0001,00002557,Crd Note,2021-09-30,2021-09,9.1,,CYL,CYL,-17,-5100,-765,-5865,True,False,,
WO0001,00002557,Crd Note,2021-09-30,2021-09,14.1,,CYL,CYL,-2,-600,-90,-690,True,False,,
WO0001,00002557,Crd Note,2021-09-30,2021-09,19.1,,CYL,CYL,-9,-2700,-405,-3105,True,False,,
WO0001,00010427,Invoice,2021-09-30,2021-09,14.3,,LPG,LPG,5,1319.24,197.89,1517.13,False,True,,
WO0001,00010427,Invoice,2021-09-30,2021-09,19.3,,LPG,LPG,5,1790.41,268.56,2058.97,False,True,,
WO0001,00010427,Invoice,2021-09-30,2021-09,9.3,,LPG,LPG,35,5944.05,891.61,6835.66,False,True,,
WO0001,00010428,Invoice,2021-09-30,2021-09,14.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00010428,Invoice,2021-09-30,2021-09,19.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00010428,Invoice,2021-09-30,2021-09,9.1,,CYL,CYL,35,10500,1575,12075,True,False,,
WO0001,00010659,Invoice,2021-10-10,2021-10,9.3,,LPG,LPG,30,5259.9,788.98,6048.88,False,True,,
WO0001,00010659,Invoice,2021-10-10,2021-10,19.3,,LPG,LPG,5,1850.7,277.61,2128.31,False,True,,
WO0001,00010659,Invoice,2021-10-10,2021-10,14.3,,LPG,LPG,5,1363.65,204.55,1568.2,False,True,,
WO0001,00010660,Invoice,2021-10-10,2021-10,9.1,,CYL,CYL,30,9000,1350,10350,True,False,,
WO0001,00010660,Invoice,2021-10-10,2021-10,14.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00010660,Invoice,2021-10-10,2021-10,19.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00002651,Crd Note,2021-10-11,2021-10,14.1,,CYL,CYL,-5,-1500,-225,-1725,True,False,,
WO0001,00002651,Crd Note,2021-10-11,2021-10,9.1,,CYL,CYL,-27,-8100,-1215,-9315,True,False,,
WO0001,00002651,Crd Note,2021-10-11,2021-10,19.1,,CYL,CYL,-8,-2400,-360,-2760,True,False,,
WO0001,00002675,Crd Note,2021-10-15,2021-10,9.1,,CYL,CYL,-21,-6300,-945,-7245,True,False,,
WO0001,00002675,Crd Note,2021-10-15,2021-10,14.1,,CYL,CYL,-6,-1800,-270,-2070,True,False,,
WO0001,00002675,Crd Note,2021-10-15,2021-10,D.1,,CYL,CYL,-1,-300,-45,-345,True,False,,
WO0001,00002675,Crd Note,2021-10-15,2021-10,19.1,,CYL,CYL,-7,-2100,-315,-2415,True,False,,
WO0001,00010711,Invoice,2021-10-15,2021-10,14.3,,LPG,LPG,5,1363.65,204.55,1568.2,False,True,,
WO0001,00010711,Invoice,2021-10-15,2021-10,9.3,,LPG,LPG,15,2629.8,394.47,3024.27,False,True,,
WO0001,00010711,Invoice,2021-10-15,2021-10,19.3,,LPG,LPG,15,5552.1,832.81,6384.91,False,True,,
WO0001,00010712,Invoice,2021-10-15,2021-10,14.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00010712,Invoice,2021-10-15,2021-10,9.1,,CYL,CYL,15,4500,675,5175,True,False,,
WO0001,00010712,Invoice,2021-10-15,2021-10,19.1,,CYL,CYL,15,4500,675,5175,True,False,,
WO0001,00002777,Crd Note,2021-10-28,2021-10,14.1,,CYL,CYL,-4,-1200,-180,-1380,True,False,,
WO0001,00002777,Crd Note,2021-10-28,2021-10,19.1,,CYL,CYL,-6,-1800,-270,-2070,True,False,,
WO0001,00002777,Crd Note,2021-10-28,2021-10,9.1,,CYL,CYL,-30,-9000,-1350,-10350,True,False,,
WO0001,00010974,Invoice,2021-10-28,2021-10,9.3,,LPG,LPG,30,5259.9,788.99,6048.89,False,True,,
WO0001,00010974,Invoice,2021-10-28,2021-10,14.3,,LPG,LPG,5,1363.65,204.55,1568.2,False,True,,
WO0001,00010974,Invoice,2021-10-28,2021-10,19.3,,LPG,LPG,5,1850.7,277.6,2128.3,False,True,,
WO0001,00010975,Invoice,2021-10-28,2021-10,9.1,,CYL,CYL,30,9000,1350,10350,True,False,,
WO0001,00010975,Invoice,2021-10-28,2021-10,14.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00010975,Invoice,2021-10-28,2021-10,19.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00002859,Crd Note,2021-11-08,2021-11,14.1,,CYL,CYL,-8,-2400,-360,-2760,True,False,,
WO0001,00002859,Crd Note,2021-11-08,2021-11,9.1,,CYL,CYL,-26,-7800,-1170,-8970,True,False,,
WO0001,00002859,Crd Note,2021-11-08,2021-11,19.1,,CYL,CYL,-8,-2400,-360,-2760,True,False,,
WO0001,00011145,Invoice,2021-11-08,2021-11,14.3,,LPG,LPG,6,1821.18,273.18,2094.36,False,True,,
WO0001,00011145,Invoice,2021-11-08,2021-11,19.3,,LPG,LPG,6,2471.63,370.75,2842.38,False,True,,
WO0001,00011145,Invoice,2021-11-08,2021-11,9.3,,LPG,LPG,30,5853.9,878.09,6731.99,False,True,,
WO0001,00011148,Invoice,2021-11-08,2021-11,9.1,,CYL,CYL,30,9000,1350,10350,True,False,,
WO0001,00011148,Invoice,2021-11-08,2021-11,19.1,,CYL,CYL,6,1800,270,2070,True,False,,
WO0001,00011148,Invoice,2021-11-08,2021-11,14.1,,CYL,CYL,6,1800,270,2070,True,False,,
WO0001,00011466,Invoice,2021-11-28,2021-11,14.3,,LPG,LPG,6,1752.71,262.91,2015.62,False,True,,
WO0001,00011466,Invoice,2021-11-28,2021-11,9.3,,LPG,LPG,30,5633.7,845.06,6478.76,False,True,,
WO0001,00011466,Invoice,2021-11-28,2021-11,19.3,,LPG,LPG,6,2378.64,356.8,2735.44,False,True,,
WO0001,00011467,Invoice,2021-11-28,2021-11,19.1,,CYL,CYL,6,1800,270,2070,True,False,,
WO0001,00011467,Invoice,2021-11-28,2021-11,9.1,,CYL,CYL,30,9000,1350,10350,True,False,,
WO0001,00011467,Invoice,2021-11-28,2021-11,14.1,,CYL,CYL,6,1800,270,2070,True,False,,
WO0001,00002982,Crd Note,2021-11-29,2021-11,9.1,,CYL,CYL,-31,-9300,-1395,-10695,True,False,,
WO0001,00002982,Crd Note,2021-11-29,2021-11,14.1,,CYL,CYL,-4,-1200,-180,-1380,True,False,,
WO0001,00002982,Crd Note,2021-11-29,2021-11,19.1,,CYL,CYL,-7,-2100,-315,-2415,True,False,,
WO0001,00011653,Invoice,2021-12-13,2021-12,9.3,,LPG,LPG,25,5008.75,751.31,5760.06,False,True,,
WO0001,00011653,Invoice,2021-12-13,2021-12,19.3,,LPG,LPG,10,4229.6,634.44,4864.04,False,True,,
WO0001,00011653,Invoice,2021-12-13,2021-12,14.3,,LPG,LPG,5,1558.25,233.74,1791.99,False,True,,
WO0001,00011838,Invoice,2021-12-29,2021-12,9.3,,LPG,LPG,30,6573.9,986.09,7559.99,False,True,,
WO0001,00011838,Invoice,2021-12-29,2021-12,14.3,,LPG,LPG,5,1704.35,255.65,1960,False,True,,
WO0001,00011840,Invoice,2021-12-29,2021-12,9.3,,LPG,LPG,20,4382.6,657.39,5039.99,False,True,,
WO0001,00011840,Invoice,2021-12-29,2021-12,19.3,,LPG,LPG,3,1387.83,208.17,1596,False,True,,
WO0001,00003083,Crd Note,2022-01-03,2022-01,14.3,,LPG,LPG,-5,-1704.35,-255.65,-1960,False,True,,
WO0001,00003083,Crd Note,2022-01-03,2022-01,9.3,,LPG,LPG,-30,-6573.9,-986.09,-7559.99,False,True,,
WO0001,00011882,Invoice,2022-01-04,2022-01,19.4,IMPENDLA,LPG,LPG,10,4351.4,652.71,5004.11,False,True,,
WO0001,00011882,Invoice,2022-01-04,2022-01,9.4,IMPENDLA,LPG,LPG,20,4122.4,618.36,4740.76,False,True,,
WO0001,00003085,Crd Note,2022-01-06,2022-01,9.1,IMPENDLA,CYL,CYL,-4,-1200,-180,-1380,True,False,,
WO0001,00012034,Invoice,2022-01-19,2022-01,9.1,,CYL,CYL,20,0,0,0,True,False,,
WO0001,00012034,Invoice,2022-01-19,2022-01,9.3,,LPG,LPG,20,3913,586.95,4499.95,False,True,,
WO0001,00012034,Invoice,2022-01-19,2022-01,14.1,,CYL,CYL,10,0,0,0,True,False,,
WO0001,00012034,Invoice,2022-01-19,2022-01,14.3,,LPG,LPG,10,3043.5,456.52,3500.02,False,True,,
WO0001,00003176,Crd Note,2022-01-31,2022-01,14.1,,CYL,CYL,-3,0,0,0,True,False,,
WO0001,00003176,Crd Note,2022-01-31,2022-01,19.1,,CYL,CYL,-1,-300,-45,-345,True,False,,
WO0001,00003176,Crd Note,2022-01-31,2022-01,9.1,,CYL,CYL,-20,0,0,0,True,False,,
WO0001,00003176,Crd Note,2022-01-31,2022-01,9.1,,CYL,CYL,-3,-900,-135,-1035,True,False,,
WO0001,00003176,Crd Note,2022-01-31,2022-01,19.1,,CYL,CYL,-5,0,0,0,True,False,,
WO0001,00012112,Invoice,2022-01-31,2022-01,9.4,,LPG,LPG,20,3913,586.95,4499.95,False,True,,
WO0001,00012112,Invoice,2022-01-31,2022-01,14.3,,LPG,LPG,3,913.05,136.96,1050.01,False,True,,
WO0001,00012112,Invoice,2022-01-31,2022-01,19.1,,CYL,CYL,5,0,0,0,True,False,,
WO0001,00012112,Invoice,2022-01-31,2022-01,19.3,,LPG,LPG,5,2065.2,309.78,2374.98,False,True,,
WO0001,00012112,Invoice,2022-01-31,2022-01,14.1,,CYL,CYL,3,0,0,0,True,False,,
WO0001,00012112,Invoice,2022-01-31,2022-01,9.1,,CYL,CYL,20,0,0,0,True,False,,
WO0001,00003212,Crd Note,2022-02-08,2022-02,14.4,TOO LATE FOR DELVERY,LPG,LPG,-5,-1521.75,-228.26,-1750.01,False,True,,
WO0001,00003212,Crd Note,2022-02-08,2022-02,9.4,TOO LATE FOR DELVERY,LPG,LPG,-20,-3913,-586.95,-4499.95,False,True,,
WO0001,00003212,Crd Note,2022-02-08,2022-02,19.4,TOO LATE FOR DELVERY,LPG,LPG,-10,-4130.4,-619.56,-4749.96,False,True,,
WO0001,00003213,Crd Note,2022-02-08,2022-02,19.1,TOO LATE FOR DELVERY,CYL,CYL,-10,-3000,-450,-3450,True,False,,
WO0001,00003213,Crd Note,2022-02-08,2022-02,14.1,TOO LATE FOR DELVERY,CYL,CYL,-5,-1500,-225,-1725,True,False,,
WO0001,00003213,Crd Note,2022-02-08,2022-02,9.1,TOO LATE FOR DELVERY,CYL,CYL,-20,-6000,-900,-6900,True,False,,
WO0001,00012213,Invoice,2022-02-08,2022-02,19.4,,LPG,LPG,10,4130.4,619.56,4749.96,False,True,,
WO0001,00012213,Invoice,2022-02-08,2022-02,14.4,,LPG,LPG,5,1521.75,228.26,1750.01,False,True,,
WO0001,00012213,Invoice,2022-02-08,2022-02,9.4,,LPG,LPG,20,3913,586.95,4499.95,False,True,,
WO0001,00012214,Invoice,2022-02-08,2022-02,14.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00012214,Invoice,2022-02-08,2022-02,9.1,,CYL,CYL,20,6000,900,6900,True,False,,
WO0001,00012214,Invoice,2022-02-08,2022-02,19.1,,CYL,CYL,10,3000,450,3450,True,False,,
WO0001,00003214,Crd Note,2022-02-09,2022-02,9.1,,CYL,CYL,-23,-6900,-1035,-7935,True,False,,
WO0001,00003214,Crd Note,2022-02-09,2022-02,14.1,,CYL,CYL,-9,-2700,-405,-3105,True,False,,
WO0001,00003214,Crd Note,2022-02-09,2022-02,19.1,,CYL,CYL,-2,-600,-90,-690,True,False,,
WO0001,00012222,Invoice,2022-02-09,2022-02,14.4,,LPG,LPG,5,1521.76,228.26,1750.02,False,True,,
WO0001,00012222,Invoice,2022-02-09,2022-02,9.4,,LPG,LPG,20,3913,586.95,4499.95,False,True,,
WO0001,00012222,Invoice,2022-02-09,2022-02,19.4,,LPG,LPG,9,3717.36,557.6,4274.96,False,True,,
WO0001,00012223,Invoice,2022-02-09,2022-02,14.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00012223,Invoice,2022-02-09,2022-02,19.1,,CYL,CYL,9,2700,405,3105,True,False,,
WO0001,00012223,Invoice,2022-02-09,2022-02,9.1,,CYL,CYL,20,6000,900,6900,True,False,,
WO0001,00003250,Crd Note,2022-02-18,2022-02,9.4,INCORRECT SKU,LPG,LPG,-30,-5869.5,-880.43,-6749.93,False,True,,
WO0001,00003250,Crd Note,2022-02-18,2022-02,19.3,INCORRECT SKU,LPG,LPG,-7,-2891.28,-433.69,-3324.97,False,True,,
WO0001,00003250,Crd Note,2022-02-18,2022-02,14.4,INCORRECT SKU,LPG,LPG,-4,-1217.4,-182.61,-1400.01,False,True,,
WO0001,00003252,Crd Note,2022-02-18,2022-02,9.1,,CYL,CYL,-29,-8700,-1305,-10005,True,False,,
WO0001,00003252,Crd Note,2022-02-18,2022-02,19.1,,CYL,CYL,-7,-2100,-315,-2415,True,False,,
WO0001,00003252,Crd Note,2022-02-18,2022-02,14.1,,CYL,CYL,-5,-1500,-225,-1725,True,False,,
WO0001,00012331,Invoice,2022-02-18,2022-02,14.4,,LPG,LPG,4,1217.4,182.61,1400.01,False,True,,
WO0001,00012331,Invoice,2022-02-18,2022-02,9.4,,LPG,LPG,30,5869.5,880.43,6749.93,False,True,,
WO0001,00012331,Invoice,2022-02-18,2022-02,19.3,,LPG,LPG,7,2891.28,433.69,3324.97,False,True,,
WO0001,00012332,Invoice,2022-02-18,2022-02,19.3,,LPG,LPG,7,2885.19,432.78,3317.97,False,True,,
WO0001,00012332,Invoice,2022-02-18,2022-02,9.4,,LPG,LPG,30,5869.5,880.43,6749.93,False,True,,
WO0001,00012332,Invoice,2022-02-18,2022-02,14.4,,LPG,LPG,4,1217.4,182.61,1400.01,False,True,,
WO0001,00012332,Invoice,2022-02-18,2022-02,14.3,,LPG,LPG,1,304.35,45.65,350,False,True,,
WO0001,00012333,Invoice,2022-02-18,2022-02,19.1,,CYL,CYL,7,2100,315,2415,True,False,,
WO0001,00012333,Invoice,2022-02-18,2022-02,9.1,,CYL,CYL,30,9000,1350,10350,True,False,,
WO0001,00012333,Invoice,2022-02-18,2022-02,14.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00012464,Invoice,2022-03-03,2022-03,19.3,,LPG,LPG,7,2973.39,446.01,3419.4,False,True,,
WO0001,00012464,Invoice,2022-03-03,2022-03,9.3,,LPG,LPG,25,5030.25,754.54,5784.79,False,True,,
WO0001,00012464,Invoice,2022-03-03,2022-03,14.3,,LPG,LPG,7,2190.93,328.64,2519.57,False,True,,
WO0001,00012465,Invoice,2022-03-03,2022-03,9.1,,CYL,CYL,25,7500,1125,8625,True,False,,
WO0001,00012465,Invoice,2022-03-03,2022-03,14.1,,CYL,CYL,7,2100,315,2415,True,False,,
WO0001,00012465,Invoice,2022-03-03,2022-03,19.1,,CYL,CYL,7,2100,315,2415,True,False,,
WO0001,00003295,Crd Note,2022-03-04,2022-03,14.1,,CYL,CYL,-7,-2100,-315,-2415,True,False,,
WO0001,00003295,Crd Note,2022-03-04,2022-03,19.1,,CYL,CYL,-7,-2100,-315,-2415,True,False,,
WO0001,00003295,Crd Note,2022-03-04,2022-03,9.1,,CYL,CYL,-25,-7500,-1125,-8625,True,False,,
WO0001,00012581,Invoice,2022-03-14,2022-03,19.3,,LPG,LPG,10,4247.7,637.15,4884.85,False,True,,
WO0001,00012581,Invoice,2022-03-14,2022-03,9.4,,LPG,LPG,30,6036.3,905.45,6941.75,False,True,,
WO0001,00012597,Invoice,2022-03-14,2022-03,19.1,,CYL,CYL,10,3000,450,3450,True,False,,
WO0001,00012597,Invoice,2022-03-14,2022-03,9.1,,CYL,CYL,30,9000,1350,10350,True,False,,
WO0001,00003334,Crd Note,2022-03-15,2022-03,19.1,,CYL,CYL,-10,-3000,-450,-3450,True,False,,
WO0001,00003334,Crd Note,2022-03-15,2022-03,9.1,,CYL,CYL,-30,-9000,-1350,-10350,True,False,,
WO0001,00012686,Invoice,2022-03-24,2022-03,9.3,,LPG,LPG,10,2012.1,301.82,2313.92,False,True,,
WO0001,00012686,Invoice,2022-03-24,2022-03,19.3,,LPG,LPG,7,2973.38,446.01,3419.39,False,True,,
WO0001,00012824,Invoice,2022-04-05,2022-04,9.3,,LPG,LPG,25,5456.75,818.51,6275.26,False,True,,
WO0001,00012824,Invoice,2022-04-05,2022-04,14.4,,LPG,LPG,10,3395.3,509.3,3904.6,False,True,,
WO0001,00012825,Invoice,2022-04-05,2022-04,9.1,,CYL,CYL,25,7500,1125,8625,True,False,,
WO0001,00012825,Invoice,2022-04-05,2022-04,14.1,,CYL,CYL,10,3000,450,3450,True,False,,
WO0001,00003360,Crd Note,2022-04-06,2022-04,9.1,,CYL,CYL,-29,-8700,-1305,-10005,True,False,,
WO0001,00003360,Crd Note,2022-04-06,2022-04,14.1,,CYL,CYL,-3,-900,-135,-1035,True,False,,
WO0001,00003360,Crd Note,2022-04-06,2022-04,9.1,,CYL,CYL,-3,-900,-135,-1035,True,False,,
WO0001,00003384,Crd Note,2022-04-15,2022-04,S.1,,CYL,CYL,-1,-1212.1,-181.81,-1393.91,True,False,,
WO0001,00003384,Crd Note,2022-04-15,2022-04,9.4,,LPG,LPG,-30,-6818.1,-1022.72,-7840.82,False,True,,
WO0001,00003384,Crd Note,2022-04-15,2022-04,19.4,,LPG,LPG,-5,-2398.95,-359.84,-2758.79,False,True,,
WO0001,00003387,Crd Note,2022-04-15,2022-04,19.4,,LPG,LPG,-5,-2398.9,-359.83,-2758.73,False,True,,
WO0001,00003387,Crd Note,2022-04-15,2022-04,9.4,,LPG,LPG,-30,-6818.1,-1022.72,-7840.82,False,True,,
WO0001,00003387,Crd Note,2022-04-15,2022-04,S.4,,LPG,LPG,-1,-1212.1,-181.82,-1393.92,False,True,,
WO0001,00003389,Crd Note,2022-04-15,2022-04,9.1,,CYL,CYL,-30,-9000,-1350,-10350,True,False,,
WO0001,00003389,Crd Note,2022-04-15,2022-04,19.1,,CYL,CYL,-5,-1500,-225,-1725,True,False,,
WO0001,00003389,Crd Note,2022-04-15,2022-04,S.1,,CYL,CYL,-1,-300,-45,-345,True,False,,
WO0001,00012972,Invoice,2022-04-15,2022-04,9.4,,LPG,LPG,30,6818.1,1022.72,7840.82,False,True,,
WO0001,00012972,Invoice,2022-04-15,2022-04,19.4,,LPG,LPG,5,2398.95,359.84,2758.79,False,True,,
WO0001,00012972,Invoice,2022-04-15,2022-04,S.1,,CYL,CYL,1,1212.1,181.81,1393.91,True,False,,
WO0001,00012973,Invoice,2022-04-15,2022-04,S.4,,LPG,LPG,1,1212.1,181.82,1393.92,False,True,,
WO0001,00012973,Invoice,2022-04-15,2022-04,19.4,,LPG,LPG,5,2398.9,359.83,2758.73,False,True,,
WO0001,00012973,Invoice,2022-04-15,2022-04,9.4,,LPG,LPG,30,6818.1,1022.72,7840.82,False,True,,
WO0001,00012982,Invoice,2022-04-15,2022-04,S.1,,CYL,CYL,1,300,45,345,True,False,,
WO0001,00012982,Invoice,2022-04-15,2022-04,19.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00012982,Invoice,2022-04-15,2022-04,9.1,,CYL,CYL,30,9000,1350,10350,True,False,,
WO0001,00012987,Invoice,2022-04-15,2022-04,9.4,,LPG,LPG,30,6548.1,982.22,7530.32,False,True,,
WO0001,00012987,Invoice,2022-04-15,2022-04,19.4,,LPG,LPG,5,2303.95,345.59,2649.54,False,True,,
WO0001,00012987,Invoice,2022-04-15,2022-04,S.4,,LPG,LPG,1,1164.1,174.61,1338.71,False,True,,
WO0001,00012989,Invoice,2022-04-15,2022-04,19.1,,CYL,CYL,5,1500,225,1725,True,False,,
WO0001,00012989,Invoice,2022-04-15,2022-04,9.1,,CYL,CYL,30,9000,1350,10350,True,False,,
WO0001,00012989,Invoice,2022-04-15,2022-04,S.1,,CYL,CYL,1,300,45,345,True,False,,
WO0001,00003400,Crd Note,2022-04-18,2022-04,S.1,,CYL,CYL,-1,-300,-45,-345,True,False,,
WO0001,00003400,Crd Note,2022-04-18,2022-04,19.1,,CYL,CYL,-5,-1500,-225,-1725,True,False,,
WO0001,00003400,Crd Note,2022-04-18,2022-04,9.1,,CYL,CYL,-30,-9000,-1350,-10350,True,False,,
WO0001,00013139,Invoice,2022-04-25,2022-04,19.3,,LPG,LPG,3,1382.37,207.35,1589.72,False,True,,
WO0001,00013139,Invoice,2022-04-25,2022-04,9.3,,LPG,LPG,30,6548.1,982.22,7530.32,False,True,,
WO0001,00013139,Invoice,2022-04-25,2022-04,14.3,,LPG,LPG,5,1697.65,254.65,1952.3,False,True,,
WO0001,00013140,Invoice,2022-04-25,2022-04,19.1,,CYL,CYL,3,772.3,115.84,888.14,True,False,,
WO0001,00013140,Invoice,2022-04-25,2022-04,14.1,,CYL,CYL,5,1287.15,193.07,1480.22,True,False,,
WO0001,00013140,Invoice,2022-04-25,2022-04,9.1,,CYL,CYL,30,9000,1350,10350,True,False,,
WO0001,00003467,Crd Note,2022-04-27,2022-04,14.1,,CYL,CYL,-5,-1287.15,-193.07,-1480.22,True,False,,
WO0001,00003467,Crd Note,2022-04-27,2022-04,9.1,,CYL,CYL,-30,-9000,-1350,-10350,True,False,,
WO0001,00003467,Crd Note,2022-04-27,2022-04,19.1,,CYL,CYL,-3,-772.3,-115.84,-888.14,True,False,,
WO0001,00003535,Crd Note,2022-05-06,2022-05,19.1,,CYL,CYL,-7,-2100,-315,-2415,True,False,,
WO0001,00003535,Crd Note,2022-05-06,2022-05,14.1,,CYL,CYL,-10,-3000,-450,-3450,True,False,,
WO0001,00003535,Crd Note,2022-05-06,2022-05,9.1,,CYL,CYL,-20,-6000,-900,-6900,True,False,,
WO0001,00013325,Invoice,2022-05-06,2022-05,19.4,,LPG,LPG,7,3307.99,496.2,3804.19,False,True,,
WO0001,00013325,Invoice,2022-05-06,2022-05,9.4,,LPG,LPG,20,4477,671.55,5148.55,False,True,,
WO0001,00013325,Invoice,2022-05-06,2022-05,14.4,,LPG,LPG,10,3482.1,522.31,4004.41,False,True,,
WO0001,00013326,Invoice,2022-05-06,2022-05,9.1,,CYL,CYL,20,6000,900,6900,True,False,,
WO0001,00013326,Invoice,2022-05-06,2022-05,14.1,,CYL,CYL,10,3000,450,3450,True,False,,
WO0001,00013326,Invoice,2022-05-06,2022-05,19.1,,CYL,CYL,7,2100,315,2415,True,False,,
WO0001,00013578,Invoice,2022-05-19,2022-05,19.4,,LPG,LPG,8,3780.56,567.08,4347.64,False,True,,
WO0001,00013578,Invoice,2022-05-19,2022-05,9.4,,LPG,LPG,30,6715.5,1007.33,7722.83,False,True,,
WO0001,00013578,Invoice,2022-05-19,2022-05,14.4,,LPG,LPG,8,2785.68,417.85,3203.53,False,True,,
WO0001,00013579,Invoice,2022-05-19,2022-05,14.1,,CYL,CYL,8,3569.68,535.45,4105.13,True,False,,
WO0001,00013579,Invoice,2022-05-19,2022-05,9.1,,CYL,CYL,30,13386.3,2007.95,15394.25,True,False,,
WO0001,00013579,Invoice,2022-05-19,2022-05,19.1,,CYL,CYL,8,3569.68,535.45,4105.13,True,False,,
WO0001,00003612,Crd Note,2022-05-20,2022-05,14.1,,CYL,CYL,-8,-3569.68,-535.45,-4105.13,True,False,,
WO0001,00003612,Crd Note,2022-05-20,2022-05,19.1,,CYL,CYL,-8,-3569.68,-535.45,-4105.13,True,False,,
WO0001,00003612,Crd Note,2022-05-20,2022-05,9.1,,CYL,CYL,-30,-13386.3,-2007.95,-15394.25,True,False,,
WO0001,00013761,Invoice,2022-05-30,2022-05,9.4,,LPG,LPG,25,5596.25,839.44,6435.69,False,True,,
WO0001,00013761,Invoice,2022-05-30,2022-05,14.4,,LPG,LPG,7,2437.47,365.62,2803.09,False,True,,
WO0001,00013761,Invoice,2022-05-30,2022-05,19.4,,LPG,LPG,8,3780.56,567.08,4347.64,False,True,,
WO0001,00013971,Invoice,2022-06-13,2022-06,9.4,,LPG,LPG,20,4477,671.55,5148.55,False,True,,
WO0001,00013971,Invoice,2022-06-13,2022-06,14.3,,LPG,LPG,1,348.21,52.23,400.44,False,True,,
WO0001,00013971,Invoice,2022-06-13,2022-06,14.4,,LPG,LPG,4,1392.84,208.93,1601.77,False,True,,
WO0001,00013971,Invoice,2022-06-13,2022-06,19.3,,LPG,LPG,5,2362.85,354.43,2717.28,False,True,,
WO0001,00014323,Invoice,2022-07-04,2022-07,9.3,D/N,LPG,LPG,30,6715.5,1007.32,7722.82,False,True,,
WO0001,00014323,Invoice,2022-07-04,2022-07,14.4,D/N,LPG,LPG,3,1044.63,156.69,1201.32,False,True,,
WO0001,00014323,Invoice,2022-07-04,2022-07,19.4,D/N,LPG,LPG,5,2362.86,354.43,2717.29,False,True,,
WO0001,00014554,Invoice,2022-07-15,2022-07,14.4,D/N 1524,LPG,LPG,8,2688,403.2,3091.2,False,True,,
WO0001,00014554,Invoice,2022-07-15,2022-07,19.4,D/N 1524,LPG,LPG,5,2280,342,2622,False,True,,
WO0001,00014554,Invoice,2022-07-15,2022-07,9.4,D/N 1524,LPG,LPG,25,5400,810,6210,False,True,,
WO0001,00014727,Invoice,2022-07-25,2022-07,9.3,D/N 1997,LPG,LPG,15,3240,486,3726,False,True,,
WO0001,00014727,Invoice,2022-07-25,2022-07,14.4,D/N 1997,LPG,LPG,5,1680,252,1932,False,True,,
WO0001,00014727,Invoice,2022-07-25,2022-07,19.4,D/N 1997,LPG,LPG,3,1368,205.2,1573.2,False,True,,
