batch_id,post_date,erp_receipt_doc,erp_stat,line_type,target_doc,doc_date,original_amount,net_amount,discount_amount,settle_amount,ledger_cash,notes
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Crd Note,14414,2026-02-12,-22195,-22195,0,-22195,22195,CN offset
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Crd Note,14554,2026-03-07,-15180,-15180,0,-15180,15180,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Crd Note,14649,2026-03-25,-14490,-14490,0,-14490,14490,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Crd Note,14711,2026-04-07,-13972.5,-13972.5,0,-13972.5,13972.5,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Crd Note,14910,2026-05-15,-9142.5,-9142.5,0,-9142.5,9142.5,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Crd Note,14982,2026-05-28,-11385,-11385,0,-11385,11385,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Crd Note,15155,2026-07-01,-17250,-16818.75,431.25,-16387.5,16818.75,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Crd Note,15370,2026-08-01,-19665,-19173.37,491.63,-18681.74,19173.37,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Crd Note,15262,2026-07-15,-14835,-14464.12,370.88,-14093.24,14464.12,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,49208,2026-02-12,35663.47,35663.47,0,35663.47,-35663.47,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,49606,2026-03-06,23457.21,23457.21,0,23457.21,-23457.21,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,49882,2026-03-24,23348.97,23348.97,0,23348.97,-23348.97,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,50099,2026-04-06,22982.66,22982.66,0,22982.66,-22982.66,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,50439,2026-04-29,5300.12,5300.12,0,5300.12,-5300.12,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,50680,2026-05-14,16387.95,16387.95,0,16387.95,-16387.95,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,50898,2026-05-27,20332.95,20332.95,0,20332.95,-20332.95,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,51226,2026-06-15,12471.98,12160.18,311.8,12471.98,-12160.18,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,51496,2026-07-01,29721.98,28978.93,743.05,29721.98,-28978.93,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,51841,2026-07-15,4140,4036.5,103.5,4140,-4036.5,CYL split composite
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,51841,2026-07-15,20302.49,19794.93,507.56,20302.49,-19794.93,LPG split composite our_ref 374961
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Invoice,52241,2026-07-31,34052.09,33200.79,851.3,34052.09,-33200.79,
BATCH-2026-STAT-129,2026-08-31,45899,STAT 129,Discount Journal,DJ-BATCH-2026-STAT-129,2026-08-31,0,0,-1223.45,-1223.45,0,Model B pro forma — Dr 240000 / Cr TWK002
